LOC128237006	uncharacterized LOC128237006
LOC128217236	2-aminomuconic semialdehyde dehydrogenase-like
LOC128218032	uncharacterized LOC128218032
LOC128218117	heat shock protein 27-like
LOC128218592	uncharacterized LOC128218592
LOC128217335	uncharacterized LOC128217335
LOC128217334	uncharacterized LOC128217334
LOC128217336	uncharacterized LOC128217336
LOC128217337	uncharacterized LOC128217337
LOC128217333	uncharacterized LOC128217333
LOC128216703	U6 snRNA-associated Sm-like protein LSm8
LOC128218598	39S ribosomal protein L2%2C mitochondrial-like
LOC128218128	uncharacterized LOC128218128
LOC128218353	uncharacterized LOC128218353
LOC128216839	uncharacterized LOC128216839
LOC128216234	polypeptide N-acetylgalactosaminyltransferase 3-like
LOC128216235	polypeptide N-acetylgalactosaminyltransferase 3-like
LOC128217276	host cell factor 1-like
LOC128218072	urocanate hydratase-like
LOC128215840	lipase ZK262.3-like
LOC128216699	uncharacterized LOC128216699
LOC128217746	uncharacterized LOC128217746
LOC128216755	uncharacterized LOC128216755
LOC128217286	contactin-like
LOC128218256	uncharacterized LOC128218256
LOC128217636	uncharacterized LOC128217636
LOC128218401	uncharacterized LOC128218401
LOC128216236	uncharacterized LOC128216236
LOC128216843	uncharacterized LOC128216843
LOC128216980	uncharacterized LOC128216980
LOC128218254	VWFA and cache domain-containing protein 1-like
LOC128217792	uncharacterized LOC128217792
LOC128216494	prokineticin Bm8-d-like
LOC128215803	uncharacterized LOC128215803
LOC128216237	uncharacterized LOC128216237
LOC128218120	E3 SUMO-protein ligase NSE2-like
LOC128217838	WD repeat-containing protein WRAP73-like
LOC128217554	threonine synthase-like 1
LOC128217555	uncharacterized LOC128217555
LOC128217556	uncharacterized LOC128217556
LOC128216238	uncharacterized LOC128216238
LOC128218271	uncharacterized LOC128218271
LOC128217354	uncharacterized LOC128217354
LOC128217353	uncharacterized LOC128217353
LOC128216240	E3 SUMO-protein ligase ZBED1-like
LOC128218339	uncharacterized LOC128218339
LOC128216438	uncharacterized LOC128216438
LOC128216986	titin homolog
LOC128216987	uncharacterized LOC128216987
LOC128216794	tafazzin-like
LOC128216241	tafazzin-like
LOC128217734	cyclin-Q-like
LOC128216696	POC1 centriolar protein homolog A-like
LOC128218022	protein rolling stone-like
LOC128218023	uncharacterized LOC128218023
LOC128218021	kelch-like protein 12
LOC128215826	protein rolling stone-like
LOC128216511	POC1 centriolar protein homolog A-like
LOC128217757	cyclin-Q-like
LOC128216242	tafazzin-like
LOC128216594	tafazzin-like
LOC128217182	uncharacterized LOC128217182
LOC128217181	titin homolog
LOC128216495	uncharacterized LOC128216495
LOC128218185	uncharacterized LOC128218185
LOC128216243	E3 SUMO-protein ligase ZBED1-like
LOC128217634	uncharacterized LOC128217634
LOC128216668	uncharacterized LOC128216668
LOC128218389	uncharacterized LOC128218389
LOC128216244	uncharacterized LOC128216244
LOC128217751	threonine synthase-like 1
LOC128217839	WD repeat-containing protein WRAP73-like
LOC128218205	E3 SUMO-protein ligase NSE2-like
LOC128218218	tripartite motif-containing protein 66-like
LOC128216245	uncharacterized LOC128216245
LOC128216246	uncharacterized LOC128216246
LOC128216862	mesoderm-specific transcript homolog protein-like
LOC128216802	mesoderm-specific transcript homolog protein-like
LOC128217055	uncharacterized LOC128217055
LOC128217058	uncharacterized LOC128217058
LOC128217057	uncharacterized LOC128217057
LOC128216247	cilia- and flagella-associated protein 251-like
LOC128216248	E3 SUMO-protein ligase NSE2-like
LOC128217063	E3 ubiquitin-protein ligase TRIM33-like
LOC128217053	fibropellin-1-like
LOC128217064	uncharacterized LOC128217064
LOC128216250	translation initiation factor IF-2-like
LOC128216251	paired box protein Pax-1-like
LOC128217062	zinc-binding protein A33-like
LOC128217060	phosphate carrier protein%2C mitochondrial-like
LOC128218628	small nucleolar RNA SNORA53
LOC128218627	small nucleolar RNA SNORA53
LOC128218631	small nucleolar RNA SNORA53
LOC128218630	small nucleolar RNA SNORA53
LOC128218634	small nucleolar RNA SNORA53
LOC128218635	small nucleolar RNA SNORA53
LOC128218632	small nucleolar RNA SNORA53
LOC128217061	pyruvate dehydrogenase E1 component subunit beta%2C mitochondrial-like
LOC128217059	WASH complex subunit 1-like
LOC128217054	polynucleotide 5'-hydroxyl-kinase NOL9-like
LOC128218088	protein O-linked-mannose beta-1%2C2-N-acetylglucosaminyltransferase 1-like
LOC128218244	uncharacterized LOC128218244
LOC128217810	uncharacterized LOC128217810
LOC128217811	uncharacterized LOC128217811
LOC128217812	uncharacterized LOC128217812
LOC128216931	uncharacterized LOC128216931
LOC128217889	protein rolling stone-like
LOC128216854	uncharacterized LOC128216854
LOC128216252	mesoderm-specific transcript homolog protein-like
LOC128218080	uncharacterized LOC128218080
LOC128218220	mesoderm-specific transcript protein-like
LOC128218221	uncharacterized LOC128218221
LOC128218398	uncharacterized LOC128218398
LOC128217828	uncharacterized LOC128217828
LOC128217791	uncharacterized LOC128217791
LOC128217312	F-actin-capping protein subunit alpha-like
LOC128217826	uncharacterized LOC128217826
LOC128216253	high mobility group nucleosome-binding domain-containing protein 5-like
LOC128217827	uncharacterized LOC128217827
LOC128218025	uncharacterized LOC128218025
LOC128216254	mesoderm-specific transcript homolog protein-like
LOC128216551	uncharacterized LOC128216551
LOC128216255	dual serine/threonine and tyrosine protein kinase-like
LOC128216256	uncharacterized LOC128216256
LOC128216552	uncharacterized LOC128216552
LOC128216556	uncharacterized LOC128216556
LOC128216553	uncharacterized LOC128216553
LOC128216554	dual serine/threonine and tyrosine protein kinase-like
LOC128216555	tripartite motif-containing protein 66-like
LOC128216557	uncharacterized LOC128216557
LOC128216559	uncharacterized LOC128216559
LOC128216257	glyoxylate/hydroxypyruvate reductase A-like
LOC128218010	uncharacterized LOC128218010
LOC128218033	uncharacterized LOC128218033
LOC128216258	uncharacterized LOC128216258
LOC128217219	uncharacterized LOC128217219
LOC128217980	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5-like
LOC128217704	transmembrane protein 187-like
LOC128217343	UDP-galactose translocator-like
LOC128216260	mucin-2-like
LOC128216261	trichohyalin-like
LOC128216262	trichohyalin-like
LOC128216263	involucrin-like
LOC128216904	SCO-spondin-like
LOC128216264	uncharacterized LOC128216264
LOC128218380	transcription intermediary factor 1-alpha-like
LOC128217423	transcription intermediary factor 1-alpha-like
LOC128217424	uncharacterized LOC128217424
LOC128216496	uncharacterized LOC128216496
LOC128217256	uncharacterized LOC128217256
LOC128218345	E3 ubiquitin-protein ligase TRIM71-like
LOC128216894	uncharacterized LOC128216894
LOC128218419	uncharacterized LOC128218419
LOC128216824	voltage-dependent calcium channel subunit alpha-2/delta-3-like
LOC128216265	putative nuclease HARBI1
LOC128216475	uncharacterized LOC128216475
LOC128215805	uncharacterized LOC128215805
LOC128217216	dnaJ homolog subfamily C member 2-like
LOC128217217	uncharacterized LOC128217217
LOC128217218	uncharacterized LOC128217218
LOC128216562	uncharacterized LOC128216562
LOC128216563	uncharacterized LOC128216563
LOC128216564	OTU domain-containing protein 5-A-like
LOC128216750	serine/threonine-protein kinase PAK 3-like
LOC128217698	ataxin-10-like
LOC128216266	uncharacterized LOC128216266
LOC128216267	zinc finger protein 862-like
LOC128218506	uncharacterized LOC128218506
LOC128216480	uncharacterized LOC128216480
LOC128217559	kelch-like protein 31
LOC128217561	uncharacterized LOC128217561
LOC128216268	uncharacterized LOC128216268
LOC128218092	uncharacterized LOC128218092
LOC128216423	alpha-1%2C3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C-like
LOC128216425	uncharacterized LOC128216425
LOC128216426	uncharacterized LOC128216426
LOC128217603	uncharacterized LOC128217603
LOC128217602	uncharacterized LOC128217602
LOC128217601	uncharacterized LOC128217601
LOC128217604	uncharacterized LOC128217604
LOC128216935	uncharacterized LOC128216935
LOC128216936	uncharacterized LOC128216936
LOC128218371	uncharacterized LOC128218371
LOC128218224	uncharacterized LOC128218224
LOC128217641	haloacid dehalogenase-like hydrolase domain-containing 5
LOC128218637	U6 spliceosomal RNA
LOC128218174	centrosomal protein of 83 kDa-like
LOC128218002	uncharacterized LOC128218002
LOC128218001	uncharacterized LOC128218001
LOC128216669	trichohyalin-like
LOC128218448	uncharacterized LOC128218448
LOC128217585	histone deacetylase 6-like
LOC128216269	uncharacterized LOC128216269
LOC128218526	uncharacterized LOC128218526
LOC128218530	uncharacterized LOC128218530
LOC128217374	uncharacterized LOC128217374
LOC128217348	uncharacterized LOC128217348
LOC128216273	uncharacterized LOC128216273
LOC128217369	uncharacterized LOC128217369
Trnam-cau	transfer RNA methionine (anticodon CAU)
Trnam-cau	transfer RNA methionine (anticodon CAU)
LOC128216678	uncharacterized LOC128216678
LOC128216663	zinc finger protein 277-like
LOC128217477	TBC1 domain family member 22B-like
LOC128216918	uncharacterized LOC128216918
LOC128217699	uncharacterized LOC128217699
LOC128216275	uncharacterized LOC128216275
LOC128218305	uncharacterized LOC128218305
LOC128216276	uncharacterized LOC128216276
LOC128216544	structural maintenance of chromosomes protein 1A-like
LOC128216277	uncharacterized LOC128216277
LOC128216278	uncharacterized LOC128216278
LOC128216840	uncharacterized LOC128216840
LOC128216841	uncharacterized LOC128216841
LOC128218525	uncharacterized LOC128218525
LOC128216547	structural maintenance of chromosomes protein 1A-like
LOC128216549	serine/threonine-protein kinase TBK1-like
LOC128216550	uncharacterized LOC128216550
LOC128217319	uncharacterized LOC128217319
LOC128217318	uncharacterized LOC128217318
LOC128217314	E3 ubiquitin-protein ligase TRIM33-like
LOC128217316	uncharacterized LOC128217316
LOC128217317	uncharacterized LOC128217317
LOC128217315	uncharacterized LOC128217315
LOC128217321	uncharacterized LOC128217321
LOC128216280	transcription intermediary factor 1-alpha-like
LOC128216282	uncharacterized LOC128216282
LOC128216283	uncharacterized LOC128216283
LOC128217322	uncharacterized LOC128217322
LOC128217323	E3 ubiquitin-protein ligase TRIM33-like
LOC128217324	uncharacterized LOC128217324
LOC128217327	uncharacterized LOC128217327
LOC128216284	uncharacterized LOC128216284
LOC128217330	uncharacterized LOC128217330
LOC128216285	transcription intermediary factor 1-alpha-like
LOC128217328	uncharacterized LOC128217328
LOC128217326	E3 ubiquitin-protein ligase TRIM33-like
LOC128216286	uncharacterized LOC128216286
LOC128217329	uncharacterized LOC128217329
LOC128216287	germ cell nuclear acidic protein-like
LOC128217325	E3 ubiquitin-protein ligase TRIM33-like
LOC128216288	uncharacterized LOC128216288
LOC128216711	uncharacterized LOC128216711
LOC128218360	E3 ubiquitin-protein ligase TRIM33-like
LOC128216289	uncharacterized LOC128216289
LOC128216290	KIN17-like protein
LOC128218050	uncharacterized LOC128218050
Trnal-caa	transfer RNA leucine (anticodon CAA)
Trnal-uaa	transfer RNA leucine (anticodon UAA)
LOC128216628	uncharacterized LOC128216628
LOC128217832	mesoderm-specific transcript homolog protein-like
LOC128218265	uncharacterized LOC128218265
LOC128216292	uncharacterized LOC128216292
LOC128217925	mesoderm-specific transcript homolog protein-like
LOC128217849	uncharacterized LOC128217849
LOC128216293	uncharacterized protein K02A2.6-like
LOC128218213	uncharacterized LOC128218213
LOC128216294	dual serine/threonine and tyrosine protein kinase-like
LOC128216295	uncharacterized LOC128216295
LOC128216296	uncharacterized LOC128216296
LOC128216297	uncharacterized LOC128216297
LOC128216835	uncharacterized LOC128216835
LOC128216836	uncharacterized LOC128216836
LOC128216837	uncharacterized LOC128216837
LOC128216828	uncharacterized LOC128216828
LOC128216831	dual serine/threonine and tyrosine protein kinase-like
LOC128216298	uncharacterized LOC128216298
LOC128216826	uncharacterized LOC128216826
LOC128216827	dual serine/threonine and tyrosine protein kinase-like
LOC128216832	uncharacterized LOC128216832
LOC128216834	uncharacterized LOC128216834
LOC128216833	tripartite motif-containing protein 66-like
LOC128216299	cilia- and flagella-associated protein 251-like
LOC128216300	uncharacterized LOC128216300
LOC128217824	uncharacterized LOC128217824
LOC128216302	dual serine/threonine and tyrosine protein kinase-like
LOC128218595	uncharacterized LOC128218595
LOC128217536	ankyrin repeat domain-containing protein 50-like
LOC128217537	protein-serine O-palmitoleoyltransferase porcupine-like
LOC128218434	putative testis-specific Y-encoded-like protein 3
LOC128216436	uncharacterized LOC128216436
LOC128216437	MTRF1L release factor glutamine methyltransferase-like
LOC128216725	uncharacterized LOC128216725
LOC128218086	transmembrane protein adipocyte-associated 1 homolog
LOC128217533	gelsolin-like protein 2
LOC128217534	gelsolin-like protein 2
LOC128217531	uncharacterized LOC128217531
LOC128217530	kinesin-like protein klp-3
LOC128217532	gelsolin-like protein 2
LOC128216303	uncharacterized LOC128216303
LOC128218061	gelsolin-like protein 2
LOC128217982	E3 ubiquitin-protein ligase RNF180-like
LOC128218178	uncharacterized LOC128218178
LOC128216304	uncharacterized LOC128216304
LOC128217453	zinc finger and BTB domain-containing protein 49-like
LOC128217950	uncharacterized LOC128217950
LOC128216719	RIB43A-like with coiled-coils protein 2
LOC128218047	uncharacterized LOC128218047
LOC128217300	G-patch domain and KOW motifs-containing protein-like
LOC128217299	myotubularin-related protein 14-like
LOC128217303	cyclin-dependent kinase 20-like
LOC128217301	formylglycine-generating enzyme-like
LOC128217297	uncharacterized LOC128217297
LOC128217298	ATP-binding cassette sub-family D member 1-like
LOC128217171	uncharacterized LOC128217171
LOC128217313	inter-alpha-trypsin inhibitor heavy chain H6-like
LOC128215838	transcription intermediary factor 1-alpha-like
LOC128216305	uncharacterized LOC128216305
LOC128216307	transcription intermediary factor 1-alpha-like
LOC128215835	transcription intermediary factor 1-alpha-like
LOC128216310	tripartite motif-containing protein 5-like
LOC128216313	transcription intermediary factor 1-alpha-like
LOC128216314	uncharacterized LOC128216314
LOC128215836	probable E3 ubiquitin-protein ligase makorin-1
LOC128216315	PR domain zinc finger protein 14-like
LOC128216316	MATH and LRR domain-containing protein PFE0570w-like
LOC128215813	uncharacterized LOC128215813
LOC128215814	uncharacterized LOC128215814
LOC128215812	uncharacterized LOC128215812
LOC128216318	PR domain zinc finger protein 14-like
LOC128216319	tRNA(Glu)-specific nuclease WapA-like
LOC128216320	uncharacterized LOC128216320
LOC128218570	uncharacterized LOC128218570
LOC128217859	uncharacterized LOC128217859
LOC128216321	PR domain zinc finger protein 14-like
LOC128216322	tRNA nuclease WapA-like
LOC128216324	uncharacterized LOC128216324
LOC128218514	uncharacterized LOC128218514
LOC128217732	serine protease inhibitor Cvsi-2-like
LOC128216453	PR domain zinc finger protein 14-like
LOC128216325	protein PFF0380w-like
LOC128218416	zymogen granule membrane protein 16-like
LOC128217893	uncharacterized LOC128217893
LOC128216326	fork head domain transcription factor slp2-like
LOC128217660	forkhead box protein P1-like
LOC128217663	high mobility group protein B1-like
LOC128217662	putative nuclease HARBI1
LOC128217661	S-adenosylmethionine sensor upstream of mTORC1-like
LOC128216539	mitochondrial inner membrane protease ATP23 homolog
LOC128217284	nischarin-like
LOC128217918	uncharacterized LOC128217918
LOC128216327	caveolin-2-like
LOC128216328	uncharacterized LOC128216328
LOC128216329	uncharacterized LOC128216329
LOC128216330	uncharacterized LOC128216330
LOC128216748	mediator of RNA polymerase II transcription subunit 20-like
LOC128217629	uncharacterized LOC128217629
LOC128217783	uncharacterized LOC128217783
LOC128218100	SCO-spondin-like
LOC128218101	uncharacterized LOC128218101
LOC128218139	integumentary mucin C.1-like
LOC128218140	uncharacterized LOC128218140
LOC128218520	salivary glue protein Sgs-3-like
LOC128216331	uncharacterized LOC128216331
LOC128216533	salivary glue protein Sgs-3-like
LOC128216868	streptavidin-like
LOC128217345	uncharacterized LOC128217345
LOC128217344	solute carrier family 41 member 1-like
LOC128217346	NOP protein chaperone 1-like
LOC128216788	uncharacterized LOC128216788
LOC128217771	uncharacterized LOC128217771
LOC128217985	uncharacterized LOC128217985
LOC128217767	uncharacterized LOC128217767
LOC128217766	uncharacterized LOC128217766
LOC128218167	uncharacterized LOC128218167
LOC128218018	uncharacterized LOC128218018
LOC128216535	uncharacterized LOC128216535
LOC128216332	uncharacterized LOC128216332
LOC128216333	uncharacterized LOC128216333
LOC128216335	uncharacterized LOC128216335
LOC128216336	uncharacterized LOC128216336
LOC128218048	uncharacterized LOC128218048
LOC128216337	uncharacterized LOC128216337
LOC128216338	uncharacterized LOC128216338
LOC128218028	uncharacterized LOC128218028
LOC128216339	uncharacterized LOC128216339
LOC128218029	uncharacterized LOC128218029
LOC128218009	uncharacterized LOC128218009
LOC128216520	uncharacterized LOC128216520
LOC128216521	uncharacterized LOC128216521
LOC128216522	uncharacterized LOC128216522
LOC128216923	uncharacterized LOC128216923
LOC128215831	uncharacterized LOC128215831
LOC128217744	zinc finger protein 2-like
LOC128216970	F-box DNA helicase 1-like
LOC128216971	heat shock protein 70 B2-like
LOC128216972	heat shock protein 70 B2-like
LOC128216973	uncharacterized LOC128216973
LOC128217983	uncharacterized LOC128217983
LOC128216538	uncharacterized LOC128216538
LOC128218344	uncharacterized LOC128218344
LOC128216402	uncharacterized LOC128216402
LOC128216510	uncharacterized LOC128216510
LOC128218015	uncharacterized LOC128218015
LOC128218014	uncharacterized LOC128218014
LOC128216924	uncharacterized LOC128216924
LOC128216341	uncharacterized LOC128216341
LOC128216342	uncharacterized LOC128216342
LOC128216343	uncharacterized LOC128216343
LOC128218571	uncharacterized LOC128218571
LOC128218572	uncharacterized LOC128218572
LOC128218164	CXXC-type zinc finger protein 1-like
LOC128217069	membrane-associated guanylate kinase%2C WW and PDZ domain-containing protein 3-like
Trnaq-cug	transfer RNA glutamine (anticodon CUG)
LOC128217902	proton myo-inositol cotransporter-like
LOC128217700	uncharacterized LOC128217700
LOC128218501	uncharacterized LOC128218501
LOC128216726	uncharacterized LOC128216726
LOC128216344	transcription intermediary factor 1-alpha-like
LOC128218391	uncharacterized LOC128218391
LOC128217404	uncharacterized LOC128217404
LOC128217405	protein wech-like
LOC128216346	uncharacterized LOC128216346
LOC128216347	uncharacterized LOC128216347
LOC128217406	E3 ubiquitin-protein ligase TRIM33-like
LOC128216348	uncharacterized LOC128216348
LOC128216349	uncharacterized LOC128216349
LOC128216350	protein GVQW3-like
LOC128216351	E3 ubiquitin-protein ligase TRIM33-like
LOC128216352	E3 ubiquitin-protein ligase TRIM33-like
LOC128215823	uncharacterized LOC128215823
LOC128216353	complement C1q tumor necrosis factor-related protein 7-like
LOC128216889	uncharacterized LOC128216889
LOC128217890	uncharacterized LOC128217890
LOC128217891	uncharacterized LOC128217891
LOC128217892	uncharacterized LOC128217892
LOC128216926	uncharacterized LOC128216926
LOC128218226	uncharacterized LOC128218226
LOC128218227	E3 ubiquitin-protein ligase TRIM33-like
LOC128218228	uncharacterized LOC128218228
LOC128216354	proton myo-inositol cotransporter-like
LOC128216355	E3 ubiquitin-protein ligase TRIM33-like
LOC128218229	uncharacterized LOC128218229
LOC128218230	uncharacterized LOC128218230
LOC128216357	uncharacterized LOC128216357
LOC128216358	protein GVQW3-like
LOC128218231	uncharacterized LOC128218231
LOC128218233	P2X purinoceptor 7-like
LOC128218232	uncharacterized LOC128218232
LOC128218234	uncharacterized LOC128218234
LOC128218235	uncharacterized LOC128218235
LOC128216359	involucrin-like
LOC128218129	protein wech-like
LOC128218247	uncharacterized LOC128218247
LOC128218027	protein wech-like
LOC128217213	dynein axonemal heavy chain 12-like
LOC128216727	IQ and ubiquitin-like domain-containing protein
LOC128216906	recQ-mediated genome instability protein 1-like
LOC128215817	uncharacterized LOC128215817
LOC128218528	uncharacterized LOC128218528
LOC128216360	transcription intermediary factor 1-alpha-like
LOC128217166	uncharacterized LOC128217166
LOC128216161	uncharacterized LOC128216161
LOC128218442	uncharacterized LOC128218442
LOC128216361	uncharacterized LOC128216361
LOC128216362	uncharacterized LOC128216362
LOC128216363	zinc finger protein 32-like
LOC128218307	uncharacterized LOC128218307
LOC128216364	uncharacterized LOC128216364
LOC128216366	uncharacterized protein K02A2.6-like
LOC128218566	uncharacterized LOC128218566
LOC128217769	interferon-inducible GTPase 1-like
LOC128218007	uncharacterized LOC128218007
LOC128218038	uncharacterized LOC128218038
LOC128218108	uncharacterized LOC128218108
LOC128216367	uncharacterized LOC128216367
LOC128216368	uncharacterized LOC128216368
LOC128216822	uncharacterized LOC128216822
LOC128216369	uncharacterized LOC128216369
LOC128217927	zinc finger protein 771-like
LOC128217911	F-box DNA helicase 1-like
LOC128217039	heat shock protein 70 B2-like
LOC128218340	uncharacterized LOC128218340
LOC128218169	heat shock protein 70 B2-like
LOC128218168	kinesin-related protein 4-like
LOC128217806	uncharacterized LOC128217806
LOC128215842	uncharacterized LOC128215842
LOC128218182	uncharacterized LOC128218182
LOC128218311	uncharacterized LOC128218311
LOC128216370	uncharacterized LOC128216370
LOC128216371	uncharacterized LOC128216371
LOC128216372	uncharacterized LOC128216372
LOC128216373	uncharacterized LOC128216373
LOC128217909	uncharacterized LOC128217909
LOC128218605	uncharacterized LOC128218605
LOC128217968	uncharacterized LOC128217968
LOC128216374	uncharacterized LOC128216374
LOC128216376	uncharacterized LOC128216376
LOC128217952	uncharacterized LOC128217952
LOC128217947	CXXC-type zinc finger protein 1-like
LOC128217047	membrane-associated guanylate kinase%2C WW and PDZ domain-containing protein 3-like
Trnaq-cug	transfer RNA glutamine (anticodon CUG)
LOC128218052	proton myo-inositol cotransporter-like
LOC128218053	uncharacterized LOC128218053
LOC128217807	uncharacterized LOC128217807
LOC128217863	E3 ubiquitin-protein ligase TRIM33-like
LOC128218343	uncharacterized LOC128218343
LOC128216932	uncharacterized LOC128216932
LOC128218319	uncharacterized LOC128218319
LOC128218489	uncharacterized LOC128218489
LOC128218175	uncharacterized LOC128218175
LOC128217599	uncharacterized LOC128217599
LOC128217596	E3 ubiquitin/ISG15 ligase TRIM25-like
LOC128217598	transcription intermediary factor 1-alpha-like
LOC128217597	uncharacterized LOC128217597
LOC128216377	otolith matrix protein OMM-64-like
LOC128216378	uncharacterized LOC128216378
LOC128216447	uncharacterized LOC128216447
LOC128216448	uncharacterized LOC128216448
LOC128218020	transcription intermediary factor 1-alpha-like
LOC128216379	protein GVQW3-like
LOC128216380	protein wech-like
LOC128217945	uncharacterized LOC128217945
LOC128218336	uncharacterized LOC128218336
LOC128216381	uncharacterized LOC128216381
LOC128216383	uncharacterized LOC128216383
LOC128216382	serine/arginine repetitive matrix protein 2-like
LOC128216384	E3 ubiquitin/ISG15 ligase TRIM25-like
LOC128216385	uncharacterized LOC128216385
LOC128217815	uncharacterized LOC128217815
LOC128216387	E3 ubiquitin-protein ligase TRIM33-like
LOC128216388	uncharacterized LOC128216388
LOC128217214	dynein axonemal heavy chain 12-like
LOC128216389	IQ and ubiquitin-like domain-containing protein
LOC128216814	recQ-mediated genome instability protein 1-like
LOC128218591	uncharacterized LOC128218591
LOC128216390	uncharacterized LOC128216390
LOC128216391	uncharacterized LOC128216391
LOC128218368	uncharacterized LOC128218368
LOC128217720	uncharacterized LOC128217720
LOC128218383	uncharacterized LOC128218383
LOC128216393	uncharacterized LOC128216393
LOC128216394	uncharacterized LOC128216394
LOC128216714	uncharacterized LOC128216714
LOC128216395	KIN17-like protein
LOC128216397	uncharacterized LOC128216397
LOC128216398	E3 ubiquitin-protein ligase TRIM33-like
LOC128218587	uncharacterized LOC128218587
LOC128216823	E3 ubiquitin-protein ligase TRIM33-like
LOC128218065	E3 ubiquitin-protein ligase TRIM33-like
LOC128217022	uncharacterized LOC128217022
LOC128216888	germ cell nuclear acidic protein-like
LOC128218569	uncharacterized LOC128218569
LOC128216709	uncharacterized LOC128216709
LOC128216399	uncharacterized LOC128216399
LOC128216638	uncharacterized LOC128216638
LOC128216922	E3 ubiquitin-protein ligase TRIM33-like
LOC128217176	uncharacterized LOC128217176
LOC128216400	uncharacterized LOC128216400
LOC128216401	E3 ubiquitin-protein ligase TRIM33-like
LOC128219691	uncharacterized LOC128219691
LOC128220030	somatostatin receptor type 4-like
LOC128220032	somatostatin receptor type 4-like
LOC128220619	myosin%2C essential light chain%2C adductor muscle-like
LOC128220137	dynein light chain Tctex-type protein 2B-like
LOC128220224	uncharacterized LOC128220224
LOC128220033	uncharacterized LOC128220033
LOC128220035	uncharacterized LOC128220035
LOC128220036	uncharacterized LOC128220036
LOC128220225	uncharacterized LOC128220225
LOC128219049	trafficking protein particle complex subunit 1-like
LOC128220038	uncharacterized LOC128220038
LOC128219060	uncharacterized LOC128219060
LOC128220489	uncharacterized LOC128220489
LOC128219960	tumor necrosis factor receptor superfamily member 16-like
LOC128219959	uncharacterized LOC128219959
LOC128220748	excitatory amino acid transporter-like
LOC128220217	guanine deaminase-like
LOC128219986	2-acylglycerol O-acyltransferase 2-A-like
LOC128218881	excitatory amino acid transporter-like
LOC128218966	uncharacterized LOC128218966
LOC128220316	L-lactate transporter-like
LOC128220655	glycogenin-1-like
LOC128220399	uncharacterized protein PF3D7_1120000-like
LOC128218739	uncharacterized LOC128218739
LOC128220039	EGF-like repeat and discoidin I-like domain-containing protein 3
LOC128220042	guanylate cyclase soluble subunit beta-2-like
LOC128220730	uncharacterized LOC128220730
LOC128220693	EGF-like repeat and discoidin I-like domain-containing protein 3
LOC128218939	uncharacterized LOC128218939
LOC128220045	galactoside alpha-(1%2C2)-fucosyltransferase 1-like
LOC128220683	uncharacterized LOC128220683
LOC128220047	uncharacterized LOC128220047
LOC128219924	mucin-22-like
LOC128220720	uncharacterized LOC128220720
LOC128220635	mannose-6-phosphate isomerase-like
LOC128220636	ecto-NOX disulfide-thiol exchanger 2-like
LOC128220049	trypsin-3-like
LOC128219760	metallo-beta-lactamase domain-containing protein 1-like
LOC128219759	protein phosphatase 1L-like
LOC128219758	DNA replication licensing factor mcm7-like
LOC128219757	sacsin-like
LOC128219813	cyclic AMP receptor-like protein A
LOC128219784	ankyrin repeat and MYND domain-containing protein 1-like
LOC128219786	uncharacterized LOC128219786
LOC128219788	uncharacterized LOC128219788
LOC128219790	uncharacterized LOC128219790
LOC128219789	uncharacterized LOC128219789
LOC128219787	uncharacterized LOC128219787
LOC128219791	uncharacterized LOC128219791
LOC128220714	uncharacterized LOC128220714
LOC128220052	uncharacterized LOC128220052
LOC128220715	uncharacterized LOC128220715
LOC128220716	uncharacterized LOC128220716
LOC128220717	uncharacterized LOC128220717
LOC128219848	integral membrane protein 2B-like
LOC128220104	dynein regulatory complex protein 9-like
LOC128219911	cadherin EGF LAG seven-pass G-type receptor 2-like
LOC128218910	cytochrome P450 3A29-like
LOC128218914	uncharacterized LOC128218914
LOC128218911	cytochrome P450 3A2-like
LOC128218913	cytochrome P450 3A2-like
LOC128218915	uncharacterized LOC128218915
LOC128220059	uncharacterized LOC128220059
LOC128218771	uncharacterized LOC128218771
LOC128219064	uncharacterized LOC128219064
LOC128219870	remodeling and spacing factor 1-like
LOC128220062	uncharacterized LOC128220062
LOC128220063	uncharacterized LOC128220063
LOC128220065	uncharacterized LOC128220065
LOC128220745	complement C1q tumor necrosis factor-related protein 3-like
LOC128220066	uncharacterized LOC128220066
LOC128219051	uncharacterized LOC128219051
LOC128218775	low-density lipoprotein receptor-related protein 4-like
LOC128220069	carbonic anhydrase 4-like
LOC128218800	complement C1q tumor necrosis factor-related protein 3-like
LOC128220070	uncharacterized LOC128220070
LOC128220326	uncharacterized LOC128220326
LOC128220329	uncharacterized LOC128220329
LOC128220330	peripheral plasma membrane protein CASK-like
LOC128220274	low-density lipoprotein receptor-related protein 4-like
LOC128219862	uncharacterized LOC128219862
LOC128218761	uncharacterized LOC128218761
LOC128220071	probable ATP-dependent DNA helicase HFM1
LOC128218762	uncharacterized LOC128218762
LOC128219747	uncharacterized LOC128219747
LOC128219745	monocarboxylate transporter 13-like
LOC128220765	uncharacterized LOC128220765
LOC128220309	uncharacterized LOC128220309
LOC128220088	ragulator complex protein LAMTOR4-like
LOC128220073	alpha-N-acetylgalactosamine-specific lectin-like
LOC128219880	uncharacterized LOC128219880
